Date,Return (%),Balance
2009-06-18,-0.308,100807.72
2009-06-19,1.281,102099.34
2009-06-22,0.82,102936.25
2009-06-23,0.659,103614.56
2009-06-24,-0.077,103534.9
2009-06-25,0.121,103660.07
2009-06-26,0.695,104380.79
2009-06-29,-0.425,103937.63
2009-06-30,0.79,104758.35
2009-07-01,0.819,105616.07
2009-07-02,0.835,106498.23
2009-07-06,0.965,107526.34
2009-07-07,-0.182,107331.11
2009-07-08,0.982,108385.2
2009-07-09,0.225,108629.21
2009-07-10,0.177,108821.15
2009-07-13,0.174,109010.49
2009-07-14,-0.659,108292.19
2009-07-15,0.036,108330.93
2009-07-16,-0.467,107824.89
2009-07-17,-1.143,106592.41
2009-07-20,0.462,107085.31
2009-07-21,0.34,107449.56
2009-07-22,0.14,107600.35
2009-07-23,-1.525,105959.51
2009-07-24,0.108,106074.24
2009-07-27,-0.12,105947.11
2009-07-28,0.699,106687.72
2009-07-29,0.154,106851.49
2009-07-30,-0.701,106102.91
2009-07-31,1.259,107438.84
2009-08-03,-0.9,106471.94
2009-08-04,0.303,106795
2009-08-05,0.329,107146.25
2009-08-06,0.786,107988.51
2009-08-07,-0.139,107838.65
2009-08-10,-0.248,107571.5
2009-08-11,0.499,108107.78
2009-08-12,1.187,109391.2
2009-08-13,0.597,110044.79
2009-08-14,-0.047,109993.14
2009-08-17,-0.195,109778.25
2009-08-18,0.201,109998.4
2009-08-19,0.611,110670.84
2009-08-20,0.116,110799.42
2009-08-21,1.009,111917.93
2009-08-24,-0.282,111601.97
2009-08-25,0.45,112104.35
2009-08-26,-0.434,111617.64
2009-08-27,0.895,112617.16
2009-08-28,0.697,113401.61
2009-08-31,0.159,113581.48
2009-09-01,-0.285,113257.92
2009-09-02,0.779,114140.33
2009-09-03,0.302,114484.52
2009-09-04,0.255,114776.38
2009-09-08,0.542,115398.51
2009-09-09,-0.363,114979.84
2009-09-10,0.292,115316.03
2009-09-11,0.634,116046.94
2009-09-14,-0.415,115565.01
2009-09-15,-0.589,114884.27
2009-09-16,0.317,115248.14
2009-09-17,0.391,115699.24
2009-09-18,-1.135,114386.22
2009-09-21,-0.296,114048.19
2009-09-22,0.76,114915.48
2009-09-23,-0.482,114361.03
2009-09-24,-1.43,112726.03
2009-09-25,0.9,113741.1
2009-09-28,0.122,113879.78
2009-09-29,0.273,114191.02
2009-09-30,0.934,115257.19
2009-10-01,-0.02,115234.21
2009-10-02,-0.056,115169.27
2009-10-05,0.66,115928.91
2009-10-06,0.356,116342.08
2009-10-07,-0.313,115977.39
2009-10-08,0.652,116733.2
2009-10-09,-1.57,114900.41
2009-10-12,0.118,115036.36
2009-10-13,0.638,115770.32
2009-10-14,0.268,116081.06
2009-10-15,0.409,116555.87
2009-10-16,-0.255,116259.08
2009-10-19,0.336,116649.95
2009-10-20,-0.566,115989.7
2009-10-21,0.569,116649.99
2009-10-22,-0.903,115596.36
2009-10-23,-0.455,115069.95
2009-10-26,-0.493,114503.17
2009-10-27,1.002,115650.07
2009-10-28,-1.031,114457.62
2009-10-29,1.494,116167.42
2009-10-30,-0.752,115293.73
2009-11-02,0.303,115642.62
2009-11-03,0.366,116066.34
2009-11-04,0.845,117046.53
2009-11-05,-0.956,115927.03
2009-11-06,-0.034,115887.5
2009-11-09,1.303,117397.99
2009-11-10,0.158,117583.05
2009-11-11,0.294,117928.46
2009-11-12,-0.831,116948.05
2009-11-13,0.148,117121.69
2009-11-16,1.561,118949.87
2009-11-17,-0.277,118620.96
2009-11-18,0.635,119374.45
2009-11-19,-0.87,118335.36
2009-11-20,-0.534,117703.97
2009-11-23,0.829,118679.66
2009-11-24,0.224,118944.98
2009-11-25,1.23,120408.36
2009-11-27,-1.245,118909.18
2009-11-30,0.995,120092.66
2009-12-01,1.533,121933.31
2009-12-02,-0.461,121371.17
2009-12-03,0.21,121625.5
2009-12-04,-2.731,118304.27
2009-12-07,-0.21,118055.62
2009-12-08,-1.091,116767.05
2009-12-09,-0.114,116633.95
2009-12-10,-0.735,115777.23
2009-12-11,-0.742,114918.7
2009-12-14,0.552,115553.61
2009-12-15,-1.292,114060.69
2009-12-16,1.188,115416.11
2009-12-17,-1.107,114138.29
2009-12-18,-0.049,114082.04
2009-12-21,-1.312,112585.77
2009-12-22,-0.566,111948.7
2009-12-23,0.851,112901.78
2009-12-24,0.991,114020.66
2009-12-28,-0.087,113921.76
2009-12-29,0.117,114054.92
2009-12-30,0.252,114342.48
2009-12-31,0.382,114779.03
2010-01-04,0.972,115895.16
2010-01-05,0.527,116506.36
2010-01-06,0.287,116840.28
2010-01-07,-0.645,116086.39
2010-01-08,0.388,116537.23
2010-01-11,0.598,117233.83
2010-01-12,-0.651,116470.85
2010-01-13,0.15,116645.86
2010-01-14,0.439,117157.65
2010-01-15,-1.26,115681.29
2010-01-19,0.973,116806.83
2010-01-20,-1.565,114979.33
2010-01-21,-0.944,113893.77
2010-01-22,-0.809,112972.12
2010-01-25,0.858,113941.85
2010-01-26,-0.269,113634.95
2010-01-27,-0.885,112629.66
2010-01-28,-0.129,112484.31
2010-01-29,-0.748,111643.26
2010-02-01,0.178,111842.03
2010-02-02,0.816,112754.85
2010-02-03,-0.653,112018.76
2010-02-04,-2.171,109586.9
2010-02-05,-1.445,108003.71
2010-02-08,0.508,108552.68
2010-02-09,1.309,109973.92
2010-02-10,-0.509,109414.44
2010-02-11,1.227,110756.55
2010-02-12,-0.494,110209.56
2010-02-16,1.523,111887.69
2010-02-17,-0.397,111443.31
2010-02-18,1.013,112572.31
2010-02-19,0.26,112865.41
2010-02-22,-0.585,112204.81
2010-02-23,-0.185,111997.14
2010-02-24,0.112,112123.08
2010-02-25,-0.113,111996.39
2010-02-26,0.625,112696.25
2010-03-01,0.409,113157.44
2010-03-02,0.697,113945.61
2010-03-03,-0.221,113693.28
2010-03-04,0.124,113833.92
2010-03-05,0.393,114280.73
2010-03-08,-0.063,114208.43
2010-03-09,0.034,114246.74
2010-03-10,-0.314,113888.52
2010-03-11,-0.031,113853.62
2010-03-12,-0.484,113302.44
2010-03-15,-0.12,113166.81
2010-03-16,0.388,113606
2010-03-17,0.32,113969.18
2010-03-18,0.356,114374.74
2010-03-19,-0.468,113839.17
2010-03-22,0.201,114067.92
2010-03-23,0.33,114444.37
2010-03-24,-0.945,113362.68
2010-03-25,0.28,113680.4
2010-03-26,-0.29,113351.27
2010-03-29,0.975,114455.93
2010-03-30,-0.058,114389.09
2010-03-31,1.157,115713.09
2010-04-01,0.083,115809.63
2010-04-05,0.187,116026.56
2010-04-06,0.358,116442.39
2010-04-07,-0.264,116134.98
2010-04-08,0.532,116752.47
2010-04-09,-0.711,115922.86
2010-04-12,-0.425,115429.91
2010-04-13,-0.496,114857.39
2010-04-14,-0.096,114747.04
2010-04-15,0.512,115335.03
2010-04-16,-0.419,114852.27
2010-04-19,0.112,114980.34
2010-04-20,0.375,115411.89
2010-04-21,0.102,115529.54
2010-04-22,-0.159,115345.65
2010-04-23,0.411,115819.27
2010-04-26,0.195,116045.18
2010-04-27,-0.028,116013.02
2010-04-28,0.727,116856.67
2010-04-29,0.271,117172.79
2010-04-30,0.239,117452.34
2010-05-03,0.512,118053.92
2010-05-04,-0.779,117134.04
2010-05-05,-0.237,116856.82
2010-05-06,-0.809,115911.71
2010-05-07,0.104,116031.99
2010-05-10,0.435,116536.37
2010-05-11,0.396,116997.76
2010-05-12,-0.297,116650.01
2010-05-13,0.403,117119.72
2010-05-14,0.144,117288.45
2010-05-17,-0.998,116117.73
2010-05-18,0.21,116361.89
2010-05-19,-0.608,115654.91
2010-05-20,-0.882,114634.91
2010-05-21,-0.156,114456.53
2010-05-24,1.1,115715.15
2010-05-25,0.286,116046.41
2010-05-26,-0.138,115886.3
2010-05-27,-0.653,115129.8
2010-05-28,1.096,116392.07
2010-06-01,0.244,116676.35
2010-06-02,0.222,116935.84
2010-06-03,-1.058,115699.15
2010-06-04,1.371,117285.85
2010-06-07,0.161,117474.73
2010-06-08,0.217,117729.32
2010-06-09,-1.003,116548.39
2010-06-10,-1.372,114949.13
2010-06-11,0.291,115283.33
2010-06-14,-2.103,112859
2010-06-15,-0.977,111756.45
2010-06-16,-0.137,111603.65
2010-06-17,0.095,111709.89
2010-06-18,0.047,111762.64
2010-06-21,-0.32,111404.47
2010-06-22,1.036,112558.97
2010-06-23,0.3,112897.18
2010-06-24,0.165,113083.76
2010-06-25,-0.873,112096.38
2010-06-28,0.999,113215.76
2010-06-29,1.802,115255.54
2010-06-30,-1.163,113915.15
2010-07-01,-1.024,112748.94
2010-07-02,-0.469,112219.67
2010-07-06,0.068,112295.72
2010-07-07,-1.566,110537.39
2010-07-08,-0.903,109538.93
2010-07-09,0.511,110099.04
2010-07-12,0.491,110639.76
2010-07-13,-1.059,109467.62
2010-07-14,-0.263,109179.22
2010-07-15,-1.334,107723.11
2010-07-16,0.867,108657.55
2010-07-19,-0.105,108543.12
2010-07-20,0.141,108696.03
2010-07-21,0.322,109045.89
2010-07-22,-1.626,107273
2010-07-23,-0.495,106741.49
2010-07-26,-0.245,106479.56
2010-07-27,-0.413,106039.75
2010-07-28,-0.278,105744.95
2010-07-29,-0.45,105268.75
2010-07-30,0.512,105808.24
2010-08-02,-0.492,105288.13
2010-08-03,0.498,105812.52
2010-08-04,-0.1,105706.56
2010-08-05,1.33,107112.49
2010-08-06,0.286,107418.75
2010-08-09,0.156,107586.47
2010-08-10,-0.164,107410.05
2010-08-11,1.064,108552.38
2010-08-12,0.407,108994.31
2010-08-13,-0.059,108930.21
2010-08-16,0.864,109871.33
2010-08-17,-0.457,109369.53
2010-08-18,0.272,109666.6
2010-08-19,0.511,110226.85
2010-08-20,-0.073,110146.68
2010-08-23,0.458,110651.24
2010-08-24,0.549,111258.6
2010-08-25,-0.368,110848.99
2010-08-26,0.578,111489.3
2010-08-27,-0.555,110870.18
2010-08-30,0.717,111665.09
2010-08-31,0.415,112128.46
2010-09-01,-0.603,111452.14
2010-09-02,-0.119,111319.17
2010-09-03,-0.025,111290.94
2010-09-07,1.001,112405.42
2010-09-08,-0.807,111498.45
2010-09-09,-0.147,111335.02
2010-09-10,-0.927,110302.81
2010-09-13,0.407,110752.27
2010-09-14,0.783,111619.86
2010-09-15,-0.915,110598.07
2010-09-16,-0.437,110114.41
2010-09-17,1.372,111624.89
2010-09-20,-0.018,111604.67
2010-09-21,0.326,111968.43
2010-09-22,1.178,113286.86
2010-09-23,-0.028,113255.49
2010-09-24,0.386,113692.2
2010-09-27,0.798,114599.22
2010-09-28,0.143,114763.28
2010-09-29,-0.565,114115.15
2010-09-30,-1.229,112712.19
2010-10-01,-1.343,111199
2010-10-04,0.223,111446.98
2010-10-05,0.823,112363.66
2010-10-06,0.286,112684.91
2010-10-07,0.858,113652.08
2010-10-08,2.536,116534.5
2010-10-11,0.499,117115.66
2010-10-12,1.049,118344.43
2010-10-13,-0.225,118078.73
2010-10-14,0.253,118377.13
2010-10-15,-0.567,117705.56
2010-10-18,0.161,117894.81
2010-10-19,-1.522,116100.38
2010-10-20,1.59,117946.18
2010-10-21,-0.733,117081.08
2010-10-22,-0.328,116696.62
2010-10-25,1.245,118148.95
2010-10-26,-1.443,116443.72
2010-10-27,-0.947,115341.35
2010-10-28,1.142,116658.95
2010-10-29,0.427,117157.38
2010-11-01,0.342,117558.07
2010-11-02,0.788,118484.8
2010-11-03,0.286,118824.12
2010-11-04,2.817,122171.88
2010-11-05,-0.46,121610.36
2010-11-08,-0.556,120934.77
2010-11-09,-0.426,120419.54
2010-11-10,-0.484,119836.99
2010-11-11,-1.137,118474.38
2010-11-12,-2.686,115292.75
2010-11-15,-0.51,114704.29
2010-11-16,-2.964,111304.64
2010-11-17,-0.315,110954.12
2010-11-18,1.224,112312.37
2010-11-19,-1.303,110848.97
2010-11-22,0.075,110932.45
2010-11-23,-0.048,110879.13
2010-11-24,0.264,111171.7
2010-11-26,-0.97,110093.27
2010-11-29,0.45,110588.8
2010-11-30,0.199,110808.42
2010-12-01,1.204,112142.95
2010-12-02,0.237,112408.79
2010-12-03,2.023,114682.68
2010-12-06,0.187,114896.84
2010-12-07,-1.711,112930.87
2010-12-08,-0.801,112025.74
2010-12-09,0.517,112605.12
2010-12-10,-0.194,112386.37
2010-12-13,1.639,114228.66
2010-12-14,-0.526,113627.5
2010-12-15,-0.879,112628.47
2010-12-16,0.179,112830.62
2010-12-17,1.298,114295.42
2010-12-20,0.654,115042.67
2010-12-21,0.739,115892.3
2010-12-22,0.501,116473.18
2010-12-23,0.628,117205.16
2010-12-27,0.013,117219.97
2010-12-28,0.758,118108.67
2010-12-29,0.348,118520.01
2010-12-30,-1.127,117184.37
2010-12-31,1.952,119472.37
2011-01-03,-0.705,118629.85
2011-01-04,-2.258,115951.02
2011-01-05,0.264,116256.74
2011-01-06,-1.039,115048.82
2011-01-07,0.143,115213.39
2011-01-10,0.74,116066.08
2011-01-11,0.104,116186.74
2011-01-12,0.99,117336.91
2011-01-13,0.415,117823.8
2011-01-14,-0.53,117199.26
2011-01-18,0.526,117815.54
2011-01-19,-0.211,117566.68
2011-01-20,-1.589,115699.13
2011-01-21,0.827,116656.02
2011-01-24,0.333,117044.21
2011-01-25,-0.712,116211.3
2011-01-26,1.173,117574.59
2011-01-27,0.261,117881.34
2011-01-28,0.648,118644.95
2011-01-31,0.887,119697.25
2011-02-01,0.995,120888.79
2011-02-02,0.016,120908.51
2011-02-03,-0.927,119787.28
2011-02-04,-0.712,118934.57
2011-02-07,0.12,119077.59
2011-02-08,-0.322,118694.31
2011-02-09,0.955,119827.77
2011-02-10,-0.976,118658.66
2011-02-11,-0.316,118283.98
2011-02-14,0.293,118630.28
2011-02-15,-0.872,117595.66
2011-02-16,0.829,118570.75
2011-02-17,0.853,119581.78
2011-02-18,0.009,119592.38
2011-02-22,-1.616,117660.14
2011-02-23,0.924,118747.51
2011-02-24,0.458,119290.92
2011-02-25,1.174,120690.89
2011-02-28,0.505,121300.88
2011-03-01,0.598,122026.64
2011-03-02,1.024,123276.29
2011-03-03,0.546,123949.24
2011-03-04,-0.162,123747.88
2011-03-07,-1.004,122505.74
2011-03-08,-0.467,121933.34
2011-03-09,-0.259,121617.54
2011-03-10,-1.767,119468.77
2011-03-11,-0.233,119190.62
2011-03-14,-0.25,118893.17
2011-03-15,-3.299,114970.96
2011-03-16,-0.243,114691.65
2011-03-17,2.594,117667
2011-03-18,0.832,118646.12
2011-03-21,0.803,119599.1
2011-03-22,0.321,119983.06
2011-03-23,-0.595,119269.11
2011-03-24,0.866,120301.65
2011-03-25,-0.819,119316.61
2011-03-28,-0.652,118538.28
2011-03-29,0.302,118896.17
2011-03-30,0.068,118976.64
2011-03-31,1.267,120484.54
2011-04-01,0.361,120919.45
2011-04-04,0.58,121620.99
2011-04-05,0.166,121822.8
2011-04-06,0.385,122292.23
2011-04-07,0.133,122454.67
2011-04-08,1.356,124115.1
2011-04-11,-0.539,123446.58
2011-04-12,-1.151,122025.13
2011-04-13,-0.055,121957.92
2011-04-14,0.227,122235.23
2011-04-15,0.054,122300.82
2011-04-18,-0.614,121549.34
2011-04-19,0.227,121825.59
2011-04-20,1.496,123647.85
2011-04-21,0.771,124601.51
2011-04-25,0.066,124683.84
2011-04-26,0.093,124799.32
2011-04-27,0.079,124897.41
2011-04-28,-0.698,124025.61
2011-04-29,1.045,125321.79
2011-05-02,-0.76,124369.86
2011-05-03,-0.846,123317.78
2011-05-04,-0.779,122357.48
2011-05-05,-3.417,118176.94
2011-05-06,-0.85,117172.16
2011-05-09,2.1,119632.33
2011-05-10,0.594,120343.49
2011-05-11,-2.731,117056.66
2011-05-12,0.03,117092.02
2011-05-13,-0.604,116385.27
2011-05-16,-0.12,116245.62
2011-05-17,0.504,116831.15
2011-05-18,1.115,118134.33
2011-05-19,-0.068,118053.43
2011-05-20,0.538,118688.29
2011-05-23,-1.778,116577.59
2011-05-24,0.598,117274.2
2011-05-25,0.915,118346.86
2011-05-26,0.964,119487.65
2011-05-27,0.956,120629.8
2011-05-31,-0.009,120618.74
2011-06-01,0.115,120757.3
2011-06-02,0.251,121060.94
2011-06-03,0.901,122152.12
2011-06-06,-0.885,121071.26
2011-06-07,0.561,121750.32
2011-06-08,0.226,122025.51
2011-06-09,0.344,122445.68
2011-06-10,-0.486,121851.08
2011-06-13,0.133,122013.6
2011-06-14,-0.208,121760.41
2011-06-15,-1.894,119454.58
2011-06-16,0.409,119942.62
2011-06-17,0.311,120315.48
2011-06-20,-0.117,120174.11
2011-06-21,0.27,120498.91
2011-06-22,0.214,120756.26
2011-06-23,-1.029,119514.19
2011-06-24,-0.187,119290.55
2011-06-27,-0.272,118965.55
2011-06-28,0.598,119676.7
2011-06-29,0.642,120445.47
2011-06-30,-0.116,120305.46
2011-07-01,-0.189,120077.49
2011-07-05,0.442,120608.69
2011-07-06,0.559,121282.73
2011-07-07,1.198,122736.13
2011-07-08,1.083,124064.93
2011-07-11,0.251,124376.76
2011-07-12,0.78,125346.96
2011-07-13,0.694,126216.61
2011-07-14,-0.349,125775.51
2011-07-15,0.51,126416.64
2011-07-18,-0.244,126108.13
2011-07-19,0.288,126471.83
2011-07-20,-0.082,126367.75
2011-07-21,0.261,126697.61
2011-07-22,0.887,127820.9
2011-07-25,0.229,128113.75
2011-07-26,1.159,129598.24
2011-07-27,-0.154,129398.77
2011-07-28,-0.015,129378.95
2011-07-29,1.31,131074.24
2011-08-01,-0.125,130910.89
2011-08-02,0.591,131684.59
2011-08-03,-0.176,131452.85
2011-08-04,-1.361,129664.22
2011-08-05,-0.153,129465.33
2011-08-08,-0.047,129403.97
2011-08-09,0.799,130438.01
2011-08-10,1.304,132139.04
2011-08-11,-0.862,130999.63
2011-08-12,-0.145,130809.09
2011-08-15,0.665,131679
2011-08-16,0.221,131969.92
2011-08-17,1.53,133989.59
2011-08-18,0.084,134101.74
2011-08-19,0.599,134905.14
2011-08-22,0.083,135017.46
2011-08-23,-0.189,134762.74
2011-08-24,-1.24,133091.2
2011-08-25,-0.1,132958.69
2011-08-26,0.849,134087.08
2011-08-29,-0.185,133838.76
2011-08-30,0.67,134734.94
2011-08-31,-0.729,133752.33
2011-09-01,0.463,134370.95
2011-09-02,0.969,135673.22
2011-09-06,-1.688,133383.48
2011-09-07,-0.004,133378.75
2011-09-08,-0.489,132726.65
2011-09-09,0.277,133094.07
2011-09-12,-0.46,132482.36
2011-09-13,-0.025,132448.87
2011-09-14,-0.28,132078.47
2011-09-15,-0.247,131752.34
2011-09-16,-0.083,131642.98
2011-09-19,0.206,131914.71
2011-09-20,0.123,132076.43
2011-09-21,-0.58,131309.9
2011-09-22,-0.495,130660.56
2011-09-23,-1.111,129208.75
2011-09-26,-0.911,128031.48
2011-09-27,-0.458,127445.34
2011-09-28,-0.02,127419.92
2011-09-29,0.013,127436.07
2011-09-30,0.617,128221.81
2011-10-03,0.63,129029.59
2011-10-04,0.412,129560.71
2011-10-05,-0.879,128421.41
2011-10-06,-0.893,127274.69
2011-10-07,-0.504,126633.49
2011-10-10,-1.052,125301.05
2011-10-11,-0.509,124663.68
2011-10-12,-0.826,123634.21
2011-10-13,1.251,125180.35
2011-10-14,-1.389,123442.04
2011-10-17,1.33,125083.43
2011-10-18,0.374,125551.4
2011-10-19,-0.007,125542.94
2011-10-20,-0.154,125349.18
2011-10-21,-1.158,123897.28
2011-10-24,-1.211,122396.95
2011-10-25,0.736,123297.73
2011-10-26,0.343,123720.19
2011-10-27,-3.228,119726.68
2011-10-28,-0.251,119426.62
2011-10-31,1.115,120758.19
2011-11-01,2.766,124097.88
2011-11-02,-0.143,123920.08
2011-11-03,-0.723,123023.88
2011-11-04,0.587,123745.85
2011-11-07,0.679,124586.23
2011-11-08,-0.445,124031.45
2011-11-09,1.017,125293.36
2011-11-10,0.072,125383.08
2011-11-11,-0.579,124656.65
2011-11-14,0.484,125259.86
2011-11-15,0.078,125357.63
2011-11-16,0.087,125466.44
2011-11-17,-0.16,125266
2011-11-18,-0.452,124699.62
2011-11-21,0.442,125250.82
2011-11-22,0.12,125401.14
2011-11-23,0.14,125576.25
2011-11-25,-0.983,124341.48
2011-11-28,-0.141,124165.97
2011-11-29,-0.603,123417.8
2011-11-30,-0.347,122989.51
2011-12-01,-0.048,122930.92
2011-12-02,0.387,123407.04
2011-12-05,0.166,123611.9
2011-12-06,0.029,123647.31
2011-12-07,0.828,124671.56
2011-12-08,0.578,125391.75
2011-12-09,-0.171,125177.15
2011-12-12,1.05,126491.34
2011-12-13,0.484,127103.13
2011-12-14,1.396,128877.04
2011-12-15,-0.389,128375.49
2011-12-16,0.128,128539.53
2011-12-19,-0.458,127950.52
2011-12-20,-1.393,126167.54
2011-12-21,-0.233,125873.2
2011-12-22,-0.458,125296.96
2011-12-23,-0.44,124746.21
2011-12-27,-0.496,124127.56
2011-12-28,0.96,125318.8
2011-12-29,0.498,125942.62
2011-12-30,-0.158,125743.29
2012-01-03,-1.693,123614.6
2012-01-04,0.22,123886.44
2012-01-05,1.948,126299.52
2012-01-06,0.311,126692.81
2012-01-09,-0.412,126170.58
2012-01-10,-0.483,125561.4
2012-01-11,1.302,127196.19
2012-01-12,0.409,127715.96
2012-01-13,1.036,129038.69
2012-01-17,-0.109,128897.65
2012-01-18,-0.322,128482.85
2012-01-19,-1.249,126878.67
2012-01-20,-0.589,126131.54
2012-01-23,-1.532,124199.04
2012-01-24,-0.629,123418.03
2012-01-25,-0.043,123364.72
2012-01-26,0.46,123932.23
2012-01-27,0.265,124260.61
2012-01-30,1.197,125748.25
2012-01-31,0.485,126358.26
2012-02-01,-0.594,125607.71
2012-02-02,-0.358,125158.23
2012-02-03,-0.817,124135.57
2012-02-06,-0.052,124070.99
2012-02-07,-0.237,123777.32
2012-02-08,0.033,123818.75
2012-02-09,-0.432,123284.1
2012-02-10,1.083,124619.13
2012-02-13,-0.061,124543.33
2012-02-14,0.317,124938.13
2012-02-15,0.808,125948.21
2012-02-16,-0.896,124820.33
2012-02-17,-1.013,123555.31
2012-02-21,0.011,123568.46
2012-02-22,0.234,123857.49
2012-02-23,0.257,124175.21
2012-02-24,-0.249,123866.01
2012-02-27,0.432,124400.52
2012-02-28,-0.626,123621.85
2012-02-29,-0.417,123106.91
2012-03-01,0.427,123632.18
2012-03-02,0.151,123819.1
2012-03-05,-0.007,123811.04
2012-03-06,0.62,124578.41
2012-03-07,0.577,125297.33
2012-03-08,-0.157,125100.52
2012-03-09,0.079,125199.83
2012-03-12,-0.099,125075.52
2012-03-13,-0.303,124696.16
2012-03-14,-1.211,123186.45
2012-03-15,-0.985,121972.97
2012-03-16,-0.449,121425.13
2012-03-19,0.041,121475.09
2012-03-20,-0.051,121413.6
2012-03-21,0.544,122074.58
2012-03-22,0.236,122362.86
2012-03-23,0.221,122633.63
2012-03-26,-0.267,122305.91
2012-03-27,0.592,123030.32
2012-03-28,0.169,123237.66
2012-03-29,0.615,123995.91
2012-03-30,-0.695,123134.53
2012-04-02,0.086,123240.07
2012-04-03,-0.239,122945.95
2012-04-04,0.196,123186.44
2012-04-05,1.112,124555.79
2012-04-09,0.087,124663.99
2012-04-10,0.91,125798.38
2012-04-11,0.025,125830.08
2012-04-12,-0.092,125714.53
2012-04-13,0.886,126828.04
2012-04-16,-0.742,125886.75
2012-04-17,0.066,125970.37
2012-04-18,-0.054,125902.6
2012-04-19,-0.29,125537.95
2012-04-20,-0.024,125507.78
2012-04-23,0.138,125680.97
2012-04-24,-0.016,125660.47
2012-04-25,-0.284,125303.66
2012-04-26,0.305,125685.88
2012-04-27,-0.621,124905.93
2012-04-30,-0.487,124297.5
2012-05-01,-0.108,124163.39
2012-05-02,1.196,125648.8
2012-05-03,-0.79,124656.32
2012-05-04,-0.104,124527.22
2012-05-07,-0.314,124136.32
2012-05-08,0.344,124563.3
2012-05-09,0.284,124917.23
2012-05-10,-0.007,124908.57
2012-05-11,0.107,125041.76
2012-05-14,0.648,125852.38
2012-05-15,-0.155,125657.08
2012-05-16,-1.053,124334.15
2012-05-17,-0.591,123599.73
2012-05-18,-1.232,122076.41
2012-05-21,0.358,122513.66
2012-05-22,0.377,122975.1
2012-05-23,1.014,124222.66
2012-05-24,0.542,124895.43
2012-05-25,0.228,125180.14
2012-05-29,0.753,126122.82
2012-05-30,1.444,127943.92
2012-05-31,0.283,128306.32
2012-06-01,1.153,129785.15
2012-06-04,-1.037,128439.33
2012-06-05,0.107,128577.32
2012-06-06,-2.076,125908.57
2012-06-07,0.052,125973.94
2012-06-08,0.948,127167.99
2012-06-11,0.375,127645.22
2012-06-12,-0.505,127000.32
2012-06-13,-0.116,126853.5
2012-06-14,-1.337,125157.52
2012-06-15,-0.259,124833.04
2012-06-18,-0.399,124334.94
2012-06-19,-1.225,122811.25
2012-06-20,0.483,123404.79
2012-06-21,2.597,126609.49
2012-06-22,-0.6,125849.61
2012-06-25,-0.2,125598.36
2012-06-26,-1.418,123817.53
2012-06-27,-0.397,123326.28
2012-06-28,1.509,125187.62
2012-06-29,-4.482,119577.11
2012-07-02,0.472,120142.04
2012-07-03,-1.773,118012.26
2012-07-05,1.327,119578.68
2012-07-06,2.038,122016.05
2012-07-09,-0.724,121132.93
2012-07-10,1.075,122435.42
2012-07-11,-0.556,121754.41
2012-07-12,0.344,122172.65
2012-07-13,-0.863,121118.36
2012-07-16,0.218,121382.05
2012-07-17,-0.029,121346.48
2012-07-18,-0.336,120938.98
2012-07-19,-1.128,119574.64
2012-07-20,1.143,120940.96
2012-07-23,0.491,121535.23
2012-07-24,-0.448,120990.48
2012-07-25,0.279,121327.79
2012-07-26,-1.561,119433.27
2012-07-27,-0.457,118887.28
2012-07-30,0.36,119315.33
2012-07-31,0.384,119774.08
2012-08-01,-0.305,119408.19
2012-08-02,1.478,121172.94
2012-08-03,-1.699,119114.49
2012-08-06,-0.278,118783.16
2012-08-07,-1.399,117121.02
2012-08-08,0.52,117729.61
2012-08-09,0.327,118115.05
2012-08-10,0.607,118831.84
2012-08-13,-0.678,118026.29
2012-08-14,-0.856,117015.58
2012-08-15,-0.012,117001.15
2012-08-16,-0.382,116554.3
2012-08-17,0.221,116812.29
2012-08-20,0.203,117049.12
2012-08-21,-0.152,116871.04
2012-08-22,0.26,117174.33
2012-08-23,-0.216,116921.71
2012-08-24,0.547,117561.08
2012-08-27,0.068,117641.44
2012-08-28,-0.052,117580.17
2012-08-29,0.428,118083.15
2012-08-30,0.285,118419.87
2012-08-31,-0.38,117970.45
2012-09-04,-0.113,117837.4
2012-09-05,-0.58,117153.92
2012-09-06,-0.017,117134.24
2012-09-07,-0.277,116809.56
2012-09-10,-0.746,115937.77
2012-09-11,-0.557,115292.41
2012-09-12,-0.754,114423.17
2012-09-13,0.462,114952.18
2012-09-14,-0.877,113943.73
2012-09-17,-1.032,112768.37
2012-09-18,0.104,112885.38
2012-09-19,0.526,113478.62
2012-09-20,0.178,113680.6
2012-09-21,-0.032,113643.87
2012-09-24,0.057,113708.92
2012-09-25,-0.142,113547.52
2012-09-26,0.307,113896.08
2012-09-27,-0.104,113777.37
2012-09-28,0.703,114576.75
2012-10-01,-0.995,113436.59
2012-10-02,-0.746,112590.57
2012-10-03,-0.072,112509.31
2012-10-04,0.42,112982.09
2012-10-05,-0.916,111947.55
2012-10-08,0.207,112179.68
2012-10-09,0.028,112210.66
2012-10-10,-0.092,112107.34
2012-10-11,0.943,113164.9
2012-10-12,-0.477,112624.82
2012-10-15,-0.425,112146.69
2012-10-16,-0.757,111298.04
2012-10-17,-0.393,110860.63
2012-10-18,0.062,110929.79
2012-10-19,-0.362,110527.68
2012-10-22,-0.304,110191.33
2012-10-23,0.186,110396.42
2012-10-24,0.413,110852.64
2012-10-25,-0.224,110604.36
2012-10-26,0.394,111039.68
2012-10-31,0.324,111399.97
