Date,Return (%),Balance
1997-02-20,-1.745,37946.19
1997-02-21,-0.332,37820.21
1997-02-24,-0.759,37533.12
1997-02-25,0.095,37568.65
1997-02-26,0.158,37627.93
1997-02-27,-0.714,37359.1
1997-02-28,-0.765,37073.23
1997-03-03,0.218,37154.19
1997-03-04,0.846,37468.51
1997-03-05,-0.198,37394.29
1997-03-06,0.254,37489.14
1997-03-07,0.64,37729.05
1997-03-10,-0.547,37522.68
1997-03-11,0.26,37620.16
1997-03-12,-0.072,37593.15
1997-03-13,0.313,37710.77
1997-03-14,0.493,37896.68
1997-03-17,-0.407,37742.4
1997-03-18,-0.031,37730.75
1997-03-19,0.099,37767.97
1997-03-20,0.275,37871.9
1997-03-21,0.585,38093.37
1997-03-24,0.45,38264.73
1997-03-25,0.352,38399.27
1997-03-26,-0.262,38298.7
1997-03-27,-0.658,38046.57
1997-03-31,0.463,38222.87
1997-04-01,-0.153,38164.26
1997-04-02,0.508,38358.1
1997-04-03,-0.4,38204.72
1997-04-04,0.28,38311.79
1997-04-07,1.043,38711.32
1997-04-08,0.547,38923.25
1997-04-09,0.717,39202.29
1997-04-10,-0.303,39083.44
1997-04-11,-0.328,38955.3
1997-04-14,-0.079,38924.5
1997-04-15,0.916,39280.95
1997-04-16,0.051,39301.04
1997-04-17,-0.016,39294.66
1997-04-18,-0.257,39193.55
1997-04-21,-0.393,39039.49
1997-04-22,0.901,39391.18
1997-04-23,0.73,39678.75
1997-04-24,-0.017,39672.06
1997-04-25,0.185,39745.5
1997-04-28,0.776,40054.07
1997-04-29,-0.319,39926.27
1997-04-30,0.521,40134.36
1997-05-01,-0.252,40033.12
1997-05-02,1.139,40489.13
1997-05-05,0.633,40745.51
1997-05-06,0.191,40823.36
1997-05-07,-0.279,40709.27
1997-05-08,-0.437,40531.33
1997-05-09,-0.437,40354.1
1997-05-12,0.115,40400.41
1997-05-13,0.332,40534.69
1997-05-14,0.033,40547.95
1997-05-15,0.144,40606.32
1997-05-16,-0.768,40294.37
1997-05-19,0.667,40562.99
1997-05-20,-0.362,40416.25
1997-05-21,0.025,40426.37
1997-05-22,0.413,40593.17
1997-05-23,0.552,40817.05
1997-05-27,0.553,41042.86
1997-05-28,0.082,41076.53
1997-05-29,0.828,41416.81
1997-05-30,0.735,41721.33
1997-06-02,0.845,42074.04
1997-06-03,-0.352,41925.87
1997-06-04,-0.096,41885.7
1997-06-05,-0.664,41607.37
1997-06-06,-0.036,41592.29
1997-06-09,-1.338,41035.85
1997-06-10,0.156,41099.98
1997-06-11,-0.161,41033.84
1997-06-12,1.487,41643.81
1997-06-13,0.092,41682.1
1997-06-16,-0.085,41646.68
1997-06-17,-0.387,41485.43
1997-06-18,-0.267,41374.61
1997-06-19,-0.507,41164.73
1997-06-20,-0.205,41080.29
1997-06-23,-0.189,41002.74
1997-06-24,-0.394,40841.3
1997-06-25,-0.955,40451.08
1997-06-26,-0.16,40386.16
1997-06-27,0.62,40636.66
1997-06-30,-1.216,40142.53
1997-07-01,0.213,40228.23
1997-07-02,0.537,40444.2
1997-07-03,1.388,41005.68
1997-07-07,0.648,41271.48
1997-07-08,-0.634,41009.63
1997-07-09,-0.127,40957.37
1997-07-10,0.09,40994.3
1997-07-11,0.458,41182.19
1997-07-14,0.157,41246.69
1997-07-15,-0.977,40843.82
1997-07-16,0.824,41180.33
1997-07-17,0.006,41182.79
1997-07-18,0.021,41191.46
1997-07-21,0.568,41425.49
1997-07-22,0.45,41611.72
1997-07-23,0.118,41660.65
1997-07-24,0.381,41819.47
1997-07-25,0.144,41879.82
1997-07-28,-0.675,41597.23
1997-07-29,-0.168,41527.46
1997-07-30,-0.692,41240.24
1997-07-31,0.123,41290.99
1997-08-01,-0.852,40939
1997-08-04,-0.853,40589.95
1997-08-05,0.6,40833.51
1997-08-06,0.181,40907.25
1997-08-07,0.526,41122.31
1997-08-08,-1.915,40334.69
1997-08-11,0.673,40606.05
1997-08-12,-0.118,40558.16
1997-08-13,-0.566,40328.71
1997-08-14,1.335,40867.12
1997-08-15,-0.091,40829.76
1997-08-18,0.389,40988.59
1997-08-19,0.245,41089.13
1997-08-20,0.186,41165.58
1997-08-21,-0.898,40795.9
1997-08-22,-0.224,40704.53
1997-08-25,0.394,40864.8
1997-08-26,-0.006,40862.22
1997-08-27,-0.331,40727.13
1997-08-28,0.858,41076.72
1997-08-29,0.602,41324
1997-09-02,1.399,41902.29
1997-09-03,-0.469,41705.86
1997-09-04,-0.596,41457.24
1997-09-05,-0.947,41064.65
1997-09-08,0.52,41278.34
1997-09-09,-0.577,41040.35
1997-09-10,-0.361,40892.23
1997-09-11,-0.005,40890.24
1997-09-12,0.042,40907.6
1997-09-15,-0.52,40694.98
1997-09-16,0.967,41088.7
1997-09-17,-0.183,41013.5
1997-09-18,0.111,41059.02
1997-09-19,-0.393,40897.72
1997-09-22,0.322,41029.44
1997-09-23,-0.397,40866.47
1997-09-24,-0.873,40509.66
1997-09-25,-0.659,40242.5
1997-09-26,0.638,40499.25
1997-09-29,-1.265,39986.85
1997-09-30,-0.321,39858.47
1997-10-01,1.176,40327.03
1997-10-02,0.253,40429.04
1997-10-03,-0.235,40333.96
1997-10-06,0.007,40336.71
1997-10-07,-0.362,40190.68
1997-10-08,-0.928,39817.88
1997-10-09,-0.663,39554.04
1997-10-10,0.2,39633.08
1997-10-13,0.304,39753.57
1997-10-14,0.439,39927.91
1997-10-15,-0.348,39788.96
1997-10-16,-0.049,39769.56
1997-10-17,0.443,39945.7
1997-10-20,0.162,40010.61
1997-10-21,0.364,40156.24
1997-10-22,0.533,40370.23
1997-10-23,0.088,40405.77
1997-10-24,1.407,40974.13
1997-10-27,0.318,41104.37
1997-10-28,-2.083,40248.29
1997-10-29,0.317,40375.81
1997-10-30,-0.034,40362
1997-10-31,0.331,40495.64
1997-11-03,-0.309,40370.55
1997-11-04,-0.334,40235.57
1997-11-05,0.137,40290.77
1997-11-06,0.15,40351.15
1997-11-07,0.052,40372.22
1997-11-10,-0.276,40260.62
1997-11-11,0.009,40264.42
1997-11-12,0.042,40281.49
1997-11-13,0.022,40290.32
1997-11-14,-0.606,40046.36
1997-11-17,-0.098,40006.93
1997-11-18,-0.209,39923.28
1997-11-19,0.683,40195.77
1997-11-20,-0.402,40034.29
1997-11-21,-0.131,39982.04
1997-11-24,-0.069,39954.31
1997-11-25,0.366,40100.62
1997-11-26,0.17,40168.87
1997-11-28,-0.088,40133.4
1997-12-01,1.244,40632.85
1997-12-02,0.047,40652.02
1997-12-03,0.05,40672.42
1997-12-04,0.089,40708.57
1997-12-05,-0.224,40617.19
1997-12-08,0.199,40697.88
1997-12-09,0.369,40848.2
1997-12-10,0.246,40948.69
1997-12-11,0.553,41175.18
1997-12-12,0.723,41472.8
1997-12-15,0.107,41517.3
1997-12-16,0.441,41700.44
1997-12-17,-0.919,41317.17
1997-12-18,1.095,41769.67
1997-12-19,0.717,42069.32
1997-12-22,0.256,42176.83
1997-12-23,0.009,42180.69
1997-12-24,0.34,42323.91
1997-12-26,0.417,42500.38
1997-12-29,0.71,42801.93
1997-12-30,-0.432,42616.88
1997-12-31,0.577,42862.81
1998-01-02,0.843,43224.35
1998-01-05,2.149,44153.08
1998-01-06,0.58,44409.38
1998-01-07,-0.841,44036.08
1998-01-08,1.156,44545.15
1998-01-09,0.363,44706.87
1998-01-12,0.638,44992.1
1998-01-13,-0.993,44545.49
1998-01-14,-0.399,44367.66
1998-01-15,-0.601,44101.08
1998-01-16,-1.099,43616.4
1998-01-20,0.249,43724.98
1998-01-21,-0.283,43601.19
1998-01-22,0.247,43709.08
1998-01-23,-1.332,43126.96
1998-01-26,-0.238,43024.51
1998-01-27,-0.797,42681.54
1998-01-28,-0.367,42524.93
1998-01-29,0.611,42784.76
1998-01-30,0.38,42947.5
1998-02-02,-0.341,42801.02
1998-02-03,1.28,43348.95
1998-02-04,-0.27,43232.1
1998-02-05,-0.367,43073.65
1998-02-06,1.072,43535.43
1998-02-09,0.472,43740.92
1998-02-10,-0.058,43715.4
1998-02-11,1.36,44310.1
1998-02-12,0.533,44546.43
1998-02-13,0.77,44889.55
1998-02-17,1.68,45643.91
1998-02-18,-0.547,45394.02
1998-02-19,-0.114,45342.44
1998-02-20,0.991,45791.87
1998-02-23,1.139,46313.3
1998-02-24,0.255,46431.51
1998-02-25,0.342,46590.23
1998-02-26,-0.23,46483
1998-02-27,-0.709,46153.29
1998-03-02,-0.283,46022.77
1998-03-03,0.185,46108.05
1998-03-04,0.357,46272.68
1998-03-05,0.714,46603.22
1998-03-06,0.482,46827.63
1998-03-09,0.982,47287.32
1998-03-10,-0.002,47286.47
1998-03-11,0.531,47537.43
1998-03-12,0.295,47677.69
1998-03-13,-0.241,47562.73
1998-03-16,1.773,48406.09
1998-03-17,-0.152,48332.69
1998-03-18,-0.653,48016.93
1998-03-19,0.06,48045.56
1998-03-20,0.342,48209.89
1998-03-23,-2.514,46997.89
1998-03-24,0.676,47315.62
1998-03-25,-0.627,47018.85
1998-03-26,-0.493,46786.91
1998-03-27,0.212,46886.16
1998-03-30,0.964,47338.19
1998-03-31,0.994,47808.91
1998-04-01,1.222,48392.96
1998-04-02,-0.145,48322.73
1998-04-03,0.533,48580.18
1998-04-06,0.864,49000.08
1998-04-07,0.182,49089.25
1998-04-08,-0.885,48655.03
1998-04-09,0.056,48682.27
1998-04-13,0.308,48832.35
1998-04-14,0.278,48968.03
1998-04-15,-0.648,48650.55
1998-04-16,0.166,48731.33
1998-04-17,0.401,48926.56
1998-04-20,0.099,48974.98
1998-04-21,-0.981,48494.63
1998-04-22,0.181,48582.27
1998-04-23,0.232,48695.11
1998-04-24,0.369,48874.91
1998-04-27,-0.68,48542.59
1998-04-28,0.163,48621.64
1998-04-29,0.935,49076.44
1998-04-30,0.516,49329.68
1998-05-01,-0.939,48866.49
1998-05-04,-0.182,48777.52
1998-05-05,-0.559,48504.61
1998-05-06,-0.124,48444.29
1998-05-07,0.027,48457.33
1998-05-08,0.179,48544.05
1998-05-11,0.065,48575.57
1998-05-12,0.104,48626.19
1998-05-13,0.413,48827.12
1998-05-14,-0.407,48628.42
1998-05-15,0.795,49015.07
1998-05-18,1.184,49595.44
1998-05-19,-0.022,49584.69
1998-05-20,0.172,49669.92
1998-05-21,-0.703,49320.94
1998-05-22,-0.028,49307.07
1998-05-26,1.88,50234.15
1998-05-27,0.388,50429.2
1998-05-28,0.035,50446.6
1998-05-29,-0.394,50247.8
1998-06-01,0.706,50602.58
1998-06-02,-0.344,50428.74
1998-06-03,0.318,50589.09
1998-06-04,-0.236,50469.75
1998-06-05,0.99,50969.23
1998-06-08,0.986,51471.75
1998-06-09,0.788,51877.55
1998-06-10,1.124,52460.55
1998-06-11,1.13,53053.53
1998-06-12,0.041,53075.44
1998-06-15,1.313,53772.4
1998-06-16,-1.326,53059.39
1998-06-17,-3.602,51148.16
1998-06-18,1.094,51707.78
1998-06-19,-1.85,50751.38
1998-06-22,0.45,50979.84
1998-06-23,-0.857,50543.17
1998-06-24,0.545,50818.82
1998-06-25,0.893,51272.4
1998-06-26,0.046,51295.96
1998-06-29,0.616,51612.16
1998-06-30,-1.028,51081.47
1998-07-01,0.218,51192.62
1998-07-02,0.924,51665.41
1998-07-06,0.521,51934.72
1998-07-07,-0.554,51646.78
1998-07-08,-0.269,51507.86
1998-07-09,1.026,52036.35
1998-07-10,0.154,52116.35
1998-07-13,-0.788,51705.53
1998-07-14,-0.987,51195.36
1998-07-15,-0.221,51082.3
1998-07-16,-0.181,50990.02
1998-07-17,-0.349,50812.21
1998-07-20,1.013,51326.73
1998-07-21,1.059,51870.2
1998-07-22,0.208,51978.16
1998-07-23,0.48,52227.9
1998-07-24,-0.481,51976.93
1998-07-27,0.468,52220.07
1998-07-28,-0.478,51970.71
1998-07-29,0.596,52280.51
1998-07-30,-0.1,52228.07
1998-07-31,0.686,52586.34
1998-08-03,1.909,53590.18
1998-08-04,-0.087,53543.81
1998-08-05,0.108,53601.53
1998-08-06,0.492,53865.15
1998-08-07,0.377,54068
1998-08-10,1.187,54709.82
1998-08-11,1.766,55675.89
1998-08-12,0.318,55852.8
1998-08-13,-0.81,55400.59
1998-08-14,0.695,55785.46
1998-08-17,-0.357,55586.16
1998-08-18,0.823,56043.44
1998-08-19,0.582,56369.69
1998-08-20,0.06,56403.6
1998-08-21,2.437,57778.17
1998-08-24,0.217,57903.55
1998-08-25,1.061,58517.71
1998-08-26,1.539,59418.37
1998-08-27,1.36,60226.64
1998-08-28,-0.32,60033.87
1998-08-31,0.779,60501.66
1998-09-01,-3.014,58677.85
1998-09-02,-0.142,58594.63
1998-09-03,-2.307,57242.78
1998-09-04,-0.769,56802.49
1998-09-08,-1.117,56167.94
1998-09-09,1.722,57134.9
1998-09-10,-1.395,56338.1
1998-09-11,-0.722,55931.23
1998-09-14,-0.164,55839.78
1998-09-15,-1.072,55241.43
1998-09-16,0.454,55492.28
1998-09-17,0.521,55781.65
1998-09-18,-0.714,55383.2
1998-09-21,0.309,55554.51
1998-09-22,-0.902,55053.67
1998-09-23,-0.163,54963.96
1998-09-24,-0.893,54473.29
1998-09-25,0.309,54641.58
1998-09-28,0.097,54694.82
1998-09-29,-1.048,54121.82
1998-09-30,1.211,54777.28
1998-10-01,2.508,56151
1998-10-02,0.096,56205
1998-10-05,0.787,56647.53
1998-10-06,-0.813,56186.74
1998-10-07,-2.775,54627.7
1998-10-08,-0.281,54474.3
1998-10-09,-2.839,52927.54
1998-10-12,0.316,53094.89
1998-10-13,0.706,53469.79
1998-10-14,0.498,53736.3
1998-10-15,0.102,53790.97
1998-10-16,0.16,53876.91
1998-10-19,1.254,54552.32
1998-10-20,-0.128,54482.75
1998-10-21,-0.532,54193.17
1998-10-22,0.036,54212.55
1998-10-23,-0.314,54042.26
1998-10-26,-1.169,53410.31
1998-10-27,2.092,54527.49
1998-10-28,-0.254,54388.72
1998-10-29,0.663,54749.57
1998-10-30,-0.473,54490.64
1998-11-02,-0.213,54374.77
1998-11-03,-0.02,54363.92
1998-11-04,-0.749,53956.95
1998-11-05,-0.379,53752.43
1998-11-06,-0.815,53314.41
1998-11-09,0.998,53846.24
1998-11-10,0.241,53976.12
1998-11-11,-0.221,53856.71
1998-11-12,-0.325,53681.85
1998-11-13,0.85,54138.05
1998-11-16,2.243,55352.37
1998-11-17,0.41,55579.58
1998-11-18,0.276,55732.99
1998-11-19,0.209,55849.26
1998-11-20,-0.406,55622.44
1998-11-23,1.297,56343.82
1998-11-24,0.631,56699.19
1998-11-25,-0.014,56691.27
1998-11-27,-0.265,56541.13
1998-11-30,2.068,57710.47
1998-12-01,1.014,58295.76
1998-12-02,1.41,59117.69
1998-12-03,0.64,59496.26
1998-12-04,-0.2,59377.16
1998-12-07,-0.884,58852.21
1998-12-08,1.756,59885.83
1998-12-09,0.901,60425.47
1998-12-10,1.278,61197.63
1998-12-11,0.639,61588.73
1998-12-14,-0.731,61138.22
1998-12-15,-0.789,60656.04
1998-12-16,-1.755,59591.55
1998-12-17,2.66,61176.94
1998-12-18,0.612,61551.4
1998-12-21,0.186,61666.02
1998-12-22,-0.779,61185.59
1998-12-23,-0.11,61118.4
1998-12-24,-0.912,60560.91
1998-12-28,0.627,60940.55
1998-12-29,-0.299,60758.52
1998-12-30,0.031,60777.65
1998-12-31,-0.217,60645.84
1999-01-04,-0.656,60247.81
1999-01-05,-0.077,60201.54
1999-01-06,-2.421,58744.07
1999-01-07,0.847,59241.71
1999-01-08,-0.702,58826.11
1999-01-11,-0.792,58360.29
1999-01-12,1.291,59113.63
1999-01-13,2.812,60775.81
1999-01-14,1.283,61555.31
1999-01-15,-0.719,61112.85
1999-01-19,1.461,62005.98
1999-01-20,0.205,62133.34
1999-01-21,-0.153,62038.02
1999-01-22,0.503,62349.88
1999-01-25,1.106,63039.5
1999-01-26,0.737,63503.99
1999-01-27,-0.933,62911.33
1999-01-28,-0.489,62603.9
1999-01-29,-0.192,62483.69
1999-02-01,0.702,62922.16
1999-02-02,0.71,63368.61
1999-02-03,0.345,63587.12
1999-02-04,0.04,63612.69
1999-02-05,0.548,63961.18
1999-02-08,-0.132,63876.7
1999-02-09,0.787,64379.32
1999-02-10,0.62,64778.46
1999-02-11,0.555,65138.11
1999-02-12,0.008,65143.32
1999-02-16,0.766,65642.1
1999-02-17,0.414,65913.63
1999-02-18,-0.65,65485.09
1999-02-19,0.498,65811.32
1999-02-22,1.069,66514.74
1999-02-23,0.026,66532.21
1999-02-24,0.355,66768.44
1999-02-25,-0.27,66587.94
1999-02-26,1.481,67573.86
1999-03-01,-0.04,67547.13
1999-03-02,-1.464,66558.04
1999-03-03,-1.691,65432.86
1999-03-04,-1.226,64630.43
1999-03-05,-0.536,64283.77
1999-03-08,-1.606,63251.62
1999-03-09,-1.114,62546.82
1999-03-10,-2.479,60996.08
1999-03-11,0.759,61459.27
1999-03-12,-0.016,61449.72
1999-03-15,0.265,61612.52
1999-03-16,-0.94,61033.62
1999-03-17,-1.917,59863.33
1999-03-18,0.185,59974.3
1999-03-19,-0.911,59427.86
1999-03-22,-2.613,57875.25
1999-03-23,-0.222,57746.79
1999-03-24,0.25,57891.39
1999-03-25,-1.707,56902.99
1999-03-26,-2.305,55591.29
1999-03-29,-0.578,55269.77
1999-03-30,-1.634,54366.89
1999-03-31,0.359,54561.94
1999-04-01,0.419,54790.74
1999-04-05,-0.341,54604.13
1999-04-06,0.503,54878.56
1999-04-07,0.865,55353.23
1999-04-08,0.525,55643.65
1999-04-09,-0.615,55301.47
1999-04-12,0.763,55723.63
1999-04-13,-0.248,55585.24
1999-04-14,0.583,55909.37
1999-04-15,-0.361,55707.68
1999-04-16,-0.104,55649.79
1999-04-19,0.153,55734.79
1999-04-20,-0.111,55672.66
1999-04-21,-0.03,55656.19
1999-04-22,0.286,55815.47
1999-04-23,0.236,55947.45
1999-04-26,0.188,56052.59
1999-04-27,0.121,56120.17
1999-04-28,0.107,56180.1
1999-04-29,0.042,56203.65
1999-04-30,0.276,56358.83
1999-05-03,-0.492,56081.46
1999-05-04,-1.185,55416.99
1999-05-05,-0.613,55077.44
1999-05-06,0.095,55129.84
1999-05-07,0.805,55573.68
1999-05-10,-0.748,55157.85
1999-05-11,0.411,55384.33
1999-05-12,0.181,55484.75
1999-05-13,-0.359,55285.32
1999-05-14,-0.136,55209.86
1999-05-17,0.081,55254.65
1999-05-18,0.085,55301.71
1999-05-19,-0.144,55221.81
1999-05-20,0.346,55413.15
1999-05-21,0.332,55596.97
1999-05-24,0.638,55951.74
1999-05-25,-0.541,55648.79
1999-05-26,0.309,55820.88
1999-05-27,0.03,55837.77
1999-05-28,-0.729,55430.67
1999-06-01,-0.852,54958.24
1999-06-02,-0.304,54791.2
1999-06-03,0.043,54814.49
1999-06-04,-0.058,54782.91
1999-06-07,-0.147,54702.26
1999-06-08,-0.116,54638.88
1999-06-09,-0.034,54620.49
1999-06-10,0.344,54808.38
1999-06-11,-1.062,54226.12
1999-06-14,0.327,54403.34
1999-06-15,0.461,54654.21
1999-06-16,0.347,54843.65
1999-06-17,-1.211,54179.74
1999-06-18,-1.244,53505.88
1999-06-21,0.371,53704.41
1999-06-22,0.578,54015.05
1999-06-23,0.276,54163.96
1999-06-24,0.178,54260.49
1999-06-25,-0.649,53908.19
1999-06-28,-0.071,53869.75
1999-06-29,0.107,53927.19
1999-06-30,-0.796,53498.16
1999-07-01,1.637,54374.17
1999-07-02,1.106,54975.41
1999-07-06,2.034,56093.7
1999-07-07,0.962,56633.25
1999-07-08,0.16,56724.13
1999-07-09,0.914,57242.78
1999-07-12,-0.396,57016.19
1999-07-13,0.227,57145.64
1999-07-14,-0.262,56996.15
1999-07-15,0.652,57367.99
1999-07-16,0.691,57764.59
1999-07-19,-1.461,56920.51
1999-07-20,-1.177,56250.34
1999-07-21,-1.221,55563.8
1999-07-22,0.15,55647.41
1999-07-23,0.412,55876.84
1999-07-26,0.471,56139.92
1999-07-27,0.581,56466.22
1999-07-28,0.166,56560.08
1999-07-29,0.618,56909.34
1999-07-30,0.186,57015.2
1999-08-02,-0.899,56502.45
1999-08-03,0.106,56562.6
1999-08-04,-0.619,56212.76
1999-08-05,0.394,56433.99
1999-08-06,1.193,57107.22
1999-08-09,0.127,57179.98
1999-08-10,-0.691,56785.01
1999-08-11,0.549,57097
1999-08-12,0.609,57444.46
1999-08-13,-0.161,57352.19
1999-08-16,-0.558,57031.91
1999-08-17,-0.124,56961.28
1999-08-18,-0.406,56729.77
1999-08-19,-0.604,56387.02
1999-08-20,0.02,56398.45
1999-08-23,0.814,56857.65
1999-08-24,-0.079,56812.68
1999-08-25,-1.74,55824.16
1999-08-26,0.394,56044.26
1999-08-27,0.443,56292.6
1999-08-30,0.611,56636.38
1999-08-31,-0.592,56300.98
1999-09-01,0.162,56392.26
1999-09-02,-0.722,55985.19
1999-09-03,-0.45,55733.46
1999-09-07,0.681,56112.9
1999-09-08,0.377,56324.49
1999-09-09,2.012,57457.72
1999-09-10,0.389,57681.47
1999-09-13,0.918,58210.88
1999-09-14,-0.283,58046.24
1999-09-15,0.888,58561.52
1999-09-16,-0.878,58047.31
1999-09-17,0.129,58122.46
1999-09-20,-0.4,57890.17
1999-09-21,-0.088,57839.32
1999-09-22,0.492,58123.86
1999-09-23,0.465,58394.01
1999-09-24,-0.73,57967.66
1999-09-27,-0.521,57665.43
1999-09-28,-0.751,57232.55
1999-09-29,0.38,57449.99
1999-09-30,-0.113,57385.3
1999-10-01,1.002,57960.12
1999-10-04,-1.579,57044.85
1999-10-05,-0.668,56663.79
1999-10-06,-0.509,56375.58
1999-10-07,-0.404,56148.04
1999-10-08,-1.06,55552.83
1999-10-11,0.372,55759.21
1999-10-12,1.262,56463.07
1999-10-13,0.217,56585.58
1999-10-14,-0.581,56256.94
1999-10-15,-0.022,56244.46
1999-10-18,-0.498,55964.3
1999-10-19,0.244,56100.67
1999-10-20,0.357,56301.09
1999-10-21,0.095,56354.72
1999-10-22,0.761,56783.44
1999-10-25,-0.075,56740.92
1999-10-26,-0.359,56536.98
1999-10-27,-0.653,56167.8
1999-10-28,-2.215,54923.64
1999-10-29,-1.014,54366.73
1999-11-01,0.594,54689.44
1999-11-02,-0.921,54185.92
1999-11-03,0.114,54247.83
1999-11-04,-0.573,53937.26
1999-11-05,-0.714,53551.92
1999-11-08,-0.598,53231.8
1999-11-09,0.899,53710.57
1999-11-10,1.216,54363.74
1999-11-11,-0.909,53869.32
1999-11-12,0.089,53917.33
1999-11-15,-0.437,53681.64
1999-11-16,-0.394,53470.02
1999-11-17,0.729,53859.57
1999-11-18,-0.2,53751.9
1999-11-19,0.047,53777.22
1999-11-22,0.553,54074.75
1999-11-23,-0.348,53886.6
1999-11-24,0.737,54283.78
1999-11-26,0.836,54737.51
1999-11-29,-0.907,54240.79
1999-11-30,-1.607,53368.99
1999-12-01,-0.038,53348.9
1999-12-02,1.018,53891.78
1999-12-03,-0.06,53859.38
1999-12-06,-0.728,53467.02
1999-12-07,-0.685,53100.81
1999-12-08,0.678,53460.76
1999-12-09,-0.222,53341.82
1999-12-10,-1.277,52660.88
1999-12-13,0.711,53035.5
1999-12-14,0.688,53400.16
1999-12-15,0.791,53822.58
1999-12-16,0.663,54179.42
1999-12-17,0.137,54253.77
1999-12-20,-0.107,54195.87
1999-12-21,0.186,54296.94
1999-12-22,0.06,54329.67
1999-12-23,-0.014,54322.07
1999-12-27,0.63,54664.25
1999-12-28,0.695,55044.07
1999-12-29,-0.776,54617.13
1999-12-30,-0.634,54270.81
1999-12-31,0.174,54365.15
2000-01-03,0.097,54418.05
2000-01-04,0.283,54571.8
2000-01-05,-0.195,54465.21
2000-01-06,-0.467,54211.07
2000-01-07,-1.166,53579.03
2000-01-10,-0.028,53564.25
2000-01-11,0.914,54054
2000-01-12,0.483,54315.01
2000-01-13,-0.812,53873.82
2000-01-14,1.645,54760.06
2000-01-18,1.171,55401.53
2000-01-19,-0.527,55109.36
2000-01-20,-0.339,54922.34
2000-01-21,0.488,55190.09
2000-01-24,-1.28,54483.69
2000-01-25,-0.231,54358.07
2000-01-26,-0.17,54265.44
2000-01-27,0.143,54343.25
2000-01-28,-0.938,53833.69
2000-01-31,0.225,53954.81
2000-02-01,-0.292,53797.53
2000-02-02,-0.881,53323.35
2000-02-03,-0.366,53128.38
2000-02-04,1.165,53747.16
2000-02-07,0.018,53756.96
2000-02-08,-1.015,53211.45
2000-02-09,0.856,53666.98
2000-02-10,1.136,54276.37
2000-02-11,-0.244,54143.95
2000-02-14,0.645,54493.27
2000-02-15,0.16,54580.72
2000-02-16,0.618,54917.82
2000-02-17,-0.589,54594.12
2000-02-18,0.002,54595.03
2000-02-22,-1.958,53526.27
2000-02-23,1.09,54109.75
2000-02-24,0.089,54158.1
2000-02-25,1.497,54969
2000-02-28,0.757,55384.9
2000-02-29,0.363,55585.75
2000-03-01,0.649,55946.51
2000-03-02,0.246,56084.23
2000-03-03,-0.533,55785.23
2000-03-06,0.592,56115.23
2000-03-07,0.685,56499.73
2000-03-08,-1.97,55386.45
2000-03-09,-0.846,54917.9
2000-03-10,-0.215,54800.02
2000-03-13,-0.615,54463.04
2000-03-14,-0.788,54033.74
2000-03-15,-0.426,53803.41
2000-03-16,-0.808,53368.42
2000-03-17,-0.735,52976.05
2000-03-20,-0.704,52602.99
2000-03-21,0.55,52892.33
2000-03-22,0.082,52935.59
2000-03-23,-1.13,52337.41
2000-03-24,0.598,52650.17
2000-03-27,0.267,52790.6
2000-03-28,0,52790.41
2000-03-29,-0.285,52640.06
2000-03-30,-1.282,51965.15
2000-03-31,0.298,52120.01
2000-04-03,-1.188,51500.63
2000-04-04,-1.562,50695.95
2000-04-05,0.391,50894.3
2000-04-06,0.356,51075.58
2000-04-07,-0.31,50917.47
2000-04-10,-1.191,50311.07
2000-04-11,-0.049,50286.52
2000-04-12,1.424,51002.67
2000-04-13,-0.266,50867.24
2000-04-14,-0.519,50603.02
2000-04-17,0.937,51077.35
2000-04-18,0.35,51256.2
2000-04-19,0.92,51727.95
2000-04-20,0.073,51765.51
2000-04-24,0.087,51810.4
2000-04-25,0.006,51813.66
2000-04-26,-0.383,51615.2
2000-04-27,0.687,51969.98
2000-04-28,0.152,52048.86
2000-05-01,-0.27,51908.16
2000-05-02,0.936,52394.09
2000-05-03,-0.485,52140.16
2000-05-04,0.943,52631.93
2000-05-05,-0.493,52372.27
2000-05-08,1.679,53251.44
2000-05-09,0.326,53424.81
2000-05-10,0.301,53585.67
2000-05-11,1.686,54489.14
2000-05-12,-0.68,54118.44
2000-05-15,1.081,54703.43
2000-05-16,0.6,55031.56
2000-05-17,1.549,55883.83
2000-05-18,1.343,56634.34
2000-05-19,-0.624,56281.11
2000-05-22,-1.124,55648.33
2000-05-23,0.473,55911.52
2000-05-24,1.804,56920.32
2000-05-25,0.341,57114.34
2000-05-26,-1.504,56255.26
2000-05-30,0.415,56488.74
2000-05-31,-0.768,56054.71
2000-06-01,0.442,56302.72
2000-06-02,-1.018,55729.46
2000-06-05,-0.359,55529.57
2000-06-06,-0.759,55108
2000-06-07,-0.348,54916.2
2000-06-08,0.744,55324.86
2000-06-09,0.858,55799.36
2000-06-12,0.633,56152.79
2000-06-13,0.255,56295.77
2000-06-14,0.258,56441.21
2000-06-15,-0.113,56377.68
2000-06-16,-1.441,55565.14
2000-06-19,-0.079,55521.45
2000-06-20,0.421,55755.2
2000-06-21,0.998,56311.85
2000-06-22,0.939,56840.63
2000-06-23,0.486,57116.89
2000-06-26,0.16,57208.49
2000-06-27,-0.057,57175.63
2000-06-28,-0.191,57066.19
2000-06-29,1.062,57672.28
2000-06-30,0.25,57816.45
2000-07-03,0.351,58019.45
2000-07-05,-0.783,57565.09
2000-07-06,-0.393,57338.99
